NO,NOMOR INDUK BUKU,NOMOR INVENTARIS,JUDUL,NOMOR PANGGIL SETEMPAT,PENERBIT,TANGGAL MASUK,TANGGAL INVENTARIS
2340,2570/PAMNS/2022,2570.02,Estimasi Kehilangan Hasil Ekonomi Produksi Bawang Merah Terhadap Penyakit Bercak Ungu,632.8 Nir E,"UPN ""Veteran"" Jawa Timur",26-Sep-22,25 Oktober 2022
995,2571/PAMNS/2022,2571.01,Beras Untuk India ,633.1 Ilh B,PT Elex Media Komputindo,24 Oktober 2022,23-Nov-22
996,2572/PAMNS/2022,2572.02,Beras Untuk India ,633.1 Ilh B,PT Elex Media Komputindo,24 Oktober 2022,23-Nov-22
5296,2573/PAMNS/2022,2573.01,Membuat Pakan Fermentasi Unggas & Jamu Unggas,633.2 Kal M,PUSTAKA BARU,29 Oktober 2022,21-Nov-22
5297,2574/PAMNS/2022,2574.02,Membuat Pakan Fermentasi Unggas & Jamu Unggas,633.2 Kal M,PUSTAKA BARU,29 Oktober 2022,21-Nov-22
4344,2575/PAMNS/2022,2575.01,Kompendium Kakao ,633.74 Kom,Badan Standarisasi Nasional,29 Oktober 2022,17-Nov-22
7685,2576/PAMNS/2022,2576.01,Rumah di Tanah Rempah Penjelajahan Memaknai Rasa dan Aroma Indonesia,633.8 Dal R,PT Gramedia Pustaka Utama,24 Oktober 2022,11-Nov-22
7686,2577/PAMNS/2022,2577.02,Rumah di Tanah Rempah Penjelajahan Memaknai Rasa dan Aroma Indonesia,633.8 Dal R,PT Gramedia Pustaka Utama,24 Oktober 2022,11-Nov-22
7687,2578/PAMNS/2022,2578.03,Rumah di Tanah Rempah Penjelajahan Memaknai Rasa dan Aroma Indonesia,633.8 Dal R,PT Gramedia Pustaka Utama,24 Oktober 2022,11-Nov-22
3504,2579/PAMNS/2022,2579.01,Jelajah Kopi Nusantara,633.8 Kop,PT Kompas Media Nusantara,26 Oktober 2022,16-Nov-22
3505,2580/PAMNS/2022,2580.02,Jelajah Kopi Nusantara,633.8 Kop,PT Kompas Media Nusantara,26 Oktober 2022,16-Nov-22
1273,2581/PAMNS/2022,2581.01,Budidaya Tabulampot Populer & Eksotis,634 Wid B,Pustaka Baru Press,24 Oktober 2022,23-Nov-22
1274,2582/PAMNS/2022,2582.02,Budidaya Tabulampot Populer & Eksotis,634 Wid B,Pustaka Baru Press,24 Oktober 2022,23-Nov-22
5449,2583/PAMNS/2022,2583.01,Menghasilkan Pepaya California Berkualitas,634.6 Gun M,Agromedia Pustaka,24 Oktober 2022,23-Nov-22
5450,2584/PAMNS/2022,2584.02,Menghasilkan Pepaya California Berkualitas,634.6 Gun M,Agromedia Pustaka,24 Oktober 2022,23-Nov-22
103,2585/PAMNS/2022,2585.01,"3 Kayu Cepat Panen (Jabon, Sengon & Kayu Afrika)",634.99 Puj K,Trubus Mclip,26-Sep-22,21-Nov-22
104,2586/PAMNS/2022,2586.02,"3 Kayu Cepat Panen (Jabon, Sengon & Kayu Afrika)",634.99 Puj K,Trubus Mclip,26-Sep-22,21-Nov-22
2765,2587/PAMNS/2022,2587.01,Hasilkan Cuan dari Porang,635 Feb H,Penebar Swadaya,26 Oktober 2022,21-Nov-22
2766,2588/PAMNS/2022,2588.02,Hasilkan Cuan dari Porang,635 Feb H,Penebar Swadaya,26 Oktober 2022,21-Nov-22
6290,2589/PAMNS/2022,2589.01,Panduan Praktis Agribisnis Rumput Laut,635 Nug P,Penebar Swadaya,26-Sep-22,21-Nov-22
6291,2590/PAMNS/2022,2590.02,Panduan Praktis Agribisnis Rumput Laut,635 Nug P,Penebar Swadaya,26-Sep-22,21-Nov-22
6222,2591/PAMNS/2022,2591.01,Panduan Budidaya Kelapa Sawit Untuk Pekebun,635 Pah P,Penebar Swadaya,26-Sep-22,21-Nov-22
6223,2592/PAMNS/2022,2592.02,Panduan Budidaya Kelapa Sawit Untuk Pekebun,635 Pah P,Penebar Swadaya,26-Sep-22,21-Nov-22
8965,2593/PAMNS/2022,2593.01,Teknopreneur Aglaonema: Mengubah Hobi Jadi Rezeki,635 Sug T,Grasindo,26 Oktober 2022,22-Nov-22
8966,2594/PAMNS/2022,2594.02,Teknopreneur Aglaonema: Mengubah Hobi Jadi Rezeki,635 Sug T,Grasindo,26 Oktober 2022,22-Nov-22
4243,2595/PAMNS/2022,2595.01,"Kiat Sukses Panen Cabai Sepanjang Musim ""Penghujan dan Kemarau""",635 Syu K,Agromedia Pustaka,24 Oktober 2022,23-Nov-22
4244,2596/PAMNS/2022,2596.02,"Kiat Sukses Panen Cabai Sepanjang Musim ""Penghujan dan Kemarau""",635 Syu K,Agromedia Pustaka,24 Oktober 2022,23-Nov-22
5856,2597/PAMNS/2022,2597.01,Mudah & Praktis Bertanaman Sayuran Yang Menyehatkan,635 Wij M,Bee Media Pustaka,26-Sep-22,21-Nov-22
5857,2598/PAMNS/2022,2598.02,Mudah & Praktis Bertanaman Sayuran Yang Menyehatkan,635 Wij M,Bee Media Pustaka,26-Sep-22,21-Nov-22
1263,2599/PAMNS/2022,2599.01,Budidaya & Bisnis Jamur Tiram,635.8 Nur B,BCI Media,26-Sep-22,21-Nov-22
1264,2600/PAMNS/2022,2600.02,Budidaya & Bisnis Jamur Tiram,635.8 Nur B,BCI Media,26-Sep-22,21-Nov-22
8760,2601/PAMNS/2022,2601.01,Sukses Budidaya Jamur Tiram,635.8 Nur S,Penerbit Ilmu,24 Oktober 2022,23-Nov-22
8761,2602/PAMNS/2022,2602.02,Sukses Budidaya Jamur Tiram,635.8 Nur S,Penerbit Ilmu,24 Oktober 2022,23-Nov-22
8762,2603/PAMNS/2022,2603.03,Sukses Budidaya Jamur Tiram,635.8 Nur S,Penerbit Ilmu,24 Oktober 2022,23-Nov-22
3440,2604/PAMNS/2022,2604.01,Jamur Champignon (Agaricus Bisporus),635.8 Win J,PT Gramedia Pustaka Utama,29 Oktober 2022,19-Nov-22
9597,2605/PAMNS/2022,2605.01,"VERTIKULTUR ""Seni dan Inovasi Berkebun Vertikal""",635.98 Wid V,Andi,29 Oktober 2022,21-Nov-22
9598,2606/PAMNS/2022,2606.02,"VERTIKULTUR ""Seni dan Inovasi Berkebun Vertikal""",635.98 Wid V,Andi,29 Oktober 2022,21-Nov-22
4642,2607/PAMNS/2022,2607.01,Kupas Tuntas Budidaya Sidat,636 Fir K,Penebar Swadaya,29 Oktober 2022,19-Nov-22
4643,2608/PAMNS/2022,2608.02,Kupas Tuntas Budidaya Sidat,636 Fir K,Penebar Swadaya,29 Oktober 2022,19-Nov-22
6219,2609/PAMNS/2022,2609.01,Panduan Beternak Ulat Jerman & Ulat Hongkong,636 Ich P,Agromedia Pustaka,26-Sep-22,21-Nov-22
6220,2610/PAMNS/2022,2610.02,Panduan Beternak Ulat Jerman & Ulat Hongkong,636 Ich P,Agromedia Pustaka,26-Sep-22,21-Nov-22
7494,2611/PAMNS/2022,2611.01,Raup Untung dari Magot,636.07 Fah R,Penebar Swadaya,26 Oktober 2022,21-Nov-22
7495,2612/PAMNS/2022,2612.02,Raup Untung dari Magot,636.07 Fah R,Penebar Swadaya,26 Oktober 2022,21-Nov-22
1040,2613/PAMNS/2022,2613.01,Beternak Bebek Hibrida 35 Hari Panen,636.07 Pol B,Agromedia Pustaka,29 Oktober 2022,21-Nov-22
1041,2614/PAMNS/2022,2614.02,Beternak Bebek Hibrida 35 Hari Panen,636.07 Pol B,Agromedia Pustaka,29 Oktober 2022,21-Nov-22
913,2615/PAMNS/2022,2615.01,"Bebek Pedaging Hibrida Lebih Cepat Panen, Tahan Penyakit, Tanpa Bau, Daging Lebih Lembut & Gurih ",636.07 Sup B,Agromedia Pustaka,29 Oktober 2022,21-Nov-22
914,2616/PAMNS/2022,2616.02,"Bebek Pedaging Hibrida Lebih Cepat Panen, Tahan Penyakit, Tanpa Bau, Daging Lebih Lembut & Gurih ",636.07 Sup B,Agromedia Pustaka,29 Oktober 2022,21-Nov-22
1304,2617/PAMNS/2022,2617.01,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1305,2618/PAMNS/2022,2618.02,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1306,2619/PAMNS/2022,2619.03,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1307,2620/PAMNS/2022,2620.04,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1308,2621/PAMNS/2022,2621.05,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1309,2622/PAMNS/2022,2622.06,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1310,2623/PAMNS/2022,2623.07,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1311,2624/PAMNS/2022,2624.08,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1312,2625/PAMNS/2022,2625.09,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
1313,2626/PAMNS/2022,2626.1,Buku Ajar Patologi Umum Veteriner,636.089 Ari B,Airlangga University Press,26-Sep-22,07 Oktober 2022
6659,2627/PAMNS/2022,2627.01,Pemulihaan Ternak Sapi Perah,636.2 Kur P,Indomedia Pustaka,26-Sep-22,21-Nov-22
6660,2628/PAMNS/2022,2628.02,Pemulihaan Ternak Sapi Perah,636.2 Kur P,Indomedia Pustaka,26-Sep-22,21-Nov-22
4640,2629/PAMNS/2022,2629.01,Kupas Tuntas Beternak Sapi Potong,636.2 Pra K,Penebar Swadaya,29 Oktober 2022,19-Nov-22
4641,2630/PAMNS/2022,2630.02,Kupas Tuntas Beternak Sapi Potong,636.2 Pra K,Penebar Swadaya,29 Oktober 2022,19-Nov-22
1046,2631/PAMNS/2022,2631.01,Beternak Kambing 99% Sukses,636.3 Syu B,Penebar Swadaya,24 Oktober 2022,23-Nov-22
1047,2632/PAMNS/2022,2632.02,Beternak Kambing 99% Sukses,636.3 Syu B,Penebar Swadaya,24 Oktober 2022,23-Nov-22
6409,2633/PAMNS/2022,2633.01,Pedoman Budidaya Beternak Kambing,636.3 Tim P,CV. NUANSA AULIA,26 Oktober 2022,21-Nov-22
6410,2634/PAMNS/2022,2634.02,Pedoman Budidaya Beternak Kambing,636.3 Tim P,CV. NUANSA AULIA,26 Oktober 2022,21-Nov-22
6411,2635/PAMNS/2022,2635.03,Pedoman Budidaya Beternak Kambing,636.3 Tim P,CV. NUANSA AULIA,26 Oktober 2022,21-Nov-22
8750,2636/PAMNS/2022,2636.01,Sukses Beternak Kambing & Domba,636.3 Tim S,CV. NUANSA AULIA,26 Oktober 2022,21-Nov-22
8751,2637/PAMNS/2022,2637.02,Sukses Beternak Kambing & Domba,636.3 Tim S,CV. NUANSA AULIA,26 Oktober 2022,21-Nov-22
1038,2638/PAMNS/2022,2638.01,Beternak Ayam Kampung Super & Ayam Jawa Super Tanpa Bau,636.5 Kal B,Arcitra,24 Oktober 2022,23-Nov-22
1039,2639/PAMNS/2022,2639.02,Beternak Ayam Kampung Super & Ayam Jawa Super Tanpa Bau,636.5 Kal B,Arcitra,24 Oktober 2022,23-Nov-22
7448,2640/PAMNS/2022,2640.01,Rahasia Sukses Beternak Ayam Kampung,636.5 Tim R,Nuansa Aulia,26 Oktober 2022,21-Nov-22
7449,2641/PAMNS/2022,2641.02,Rahasia Sukses Beternak Ayam Kampung,636.5 Tim R,Nuansa Aulia,26 Oktober 2022,21-Nov-22
8097,2642/PAMNS/2022,2642.01,Semua Bisa Beternak Ayam Kampung dalam Infografis,636.5 Wib B,Penebar Swadaya,24 Oktober 2022,23-Nov-22
8098,2643/PAMNS/2022,2643.02,Semua Bisa Beternak Ayam Kampung dalam Infografis,636.5 Wib B,Penebar Swadaya,24 Oktober 2022,23-Nov-22
7456,2644/PAMNS/2022,2644.01,"Rahasia Sukses Budidaya Burung Berkicau (Lovebird, Murai Batu, dan Kenari)",636.6 Tim R,Nuansa Aulia,26 Oktober 2022,21-Nov-22
7457,2645/PAMNS/2022,2645.02,"Rahasia Sukses Budidaya Burung Berkicau (Lovebird, Murai Batu, dan Kenari)",636.6 Tim R,Nuansa Aulia,26 Oktober 2022,21-Nov-22
7458,2646/PAMNS/2022,2646.03,"Rahasia Sukses Budidaya Burung Berkicau (Lovebird, Murai Batu, dan Kenari)",636.6 Tim R,Nuansa Aulia,26 Oktober 2022,21-Nov-22
2379,2647/PAMNS/2022,2647.01,Farm Big Book - Beternak 11 Pakan Alami TOP,636.08 Pra F,LILY PUBLISHER,24-Sep-22,16-Nov-22
6412,2648/PAMNS/2022,2648.01,Pedoman Budidaya Beternak Lebah Madu,638.1 Tim P,Nuansa Aulia,29 Oktober 2022,19-Nov-22
6413,2649/PAMNS/2022,2649.02,Pedoman Budidaya Beternak Lebah Madu,638.1 Tim P,Nuansa Aulia,29 Oktober 2022,19-Nov-22
6414,2650/PAMNS/2022,2650.03,Pedoman Budidaya Beternak Lebah Madu,638.1 Tim P,Nuansa Aulia,29 Oktober 2022,19-Nov-22
1267,2651/PAMNS/2022,2651.01,BUDIDAYA LELE 99% Sukses,639.31 Gun B,Penebar Swadaya,29 Oktober 2022,21-Nov-22
1268,2652/PAMNS/2022,2652.02,BUDIDAYA LELE 99% Sukses,639.31 Gun B,Penebar Swadaya,29 Oktober 2022,21-Nov-22
2380,2653/PAMNS/2022,2653.01,"Farm Big Book - Budidaya Komoditas Perikanan Laut Unggulan, Populer, Prospektif",639.31 Kor F,LILY PUBLISHER,26 Oktober 2022,26-Nov-22
6316,2654/PAMNS/2022,2654.01,Panen Untung dari Akuabisnis Bawal Bintang,639.31 Kor P,LILY PUBLISHER,29 Oktober 2022,17-Nov-22
4328,2655/PAMNS/2022,2655.01,Koi,639.31 Pap K,Penebar Swadaya,29 Oktober 2022,21-Nov-22
4329,2656/PAMNS/2022,2656.02,Koi,639.31 Pap K,Penebar Swadaya,29 Oktober 2022,21-Nov-22
1202,2657/PAMNS/2022,2657.01,Bisnis Benih Lele ala William ,639.31 Per B,Penebar Swadaya,29 Oktober 2022,25-Nov-22
6312,2658/PAMNS/2022,2658.01,Panen Gurami Di Pekarangan ,639.31 Sul G,Penebar Swadaya,26-Sep-22,21-Nov-22
6313,2659/PAMNS/2022,2659.02,Panen Gurami Di Pekarangan ,639.31 Sul G,Penebar Swadaya,26-Sep-22,21-Nov-22
7459,2660/PAMNS/2022,2660.01,Rahasia Sukses Budidaya Ikan Lele,639.31 Tim R,Nuansa Aulia,24 Oktober 2022,23-Nov-22
7460,2661/PAMNS/2022,2661.02,Rahasia Sukses Budidaya Ikan Lele,639.31 Tim R,Nuansa Aulia,24 Oktober 2022,23-Nov-22
1265,2662/PAMNS/2022,2662.01,Budi Daya Ikan Dewa Superfish Air Tawar Bernilai Fantastis,639.31 Yuh B,Agromedia Pustaka,29 Oktober 2022,21-Nov-22
6317,2663/PAMNS/2022,2663.01,PANEN UNTUNG DARI AKUABISNIS UDANG GALAH,639.5 Kor P,LILY PUBLISHER,29 Oktober 2022,21-Nov-22
6318,2664/PAMNS/2022,2664.02,PANEN UNTUNG DARI AKUABISNIS UDANG GALAH,639.5 Kor P,LILY PUBLISHER,29 Oktober 2022,21-Nov-22
9923,2665/PAMNS/2022,2665.01,"WORK FAMILY CONFLICT, FAMILY WORK CONFLICT & STRES KERJA",640.5 Per W,PT. SEMESTA ANUGERAH,29 Oktober 2022,19-Nov-22
9924,2666/PAMNS/2022,2666.02,"WORK FAMILY CONFLICT, FAMILY WORK CONFLICT & STRES KERJA",640.5 Per W,PT. SEMESTA ANUGERAH,29 Oktober 2022,19-Nov-22
3424,2667/PAMNS/2022,2667.01,Jakarta Street Food,641 Soe J,PT Gramedia Pustaka Utama,29 Oktober 2022,17-Nov-22
3425,2668/PAMNS/2022,2668.02,Jakarta Street Food,641 Soe J,PT Gramedia Pustaka Utama,29 Oktober 2022,17-Nov-22
111,2669/PAMNS/2022,2669.01,"40 Resep Wedang Empon Empon PENANGKAL VIRUS, PENANGKAL IMUN",641.2 Emp,PT Gramedia Pustaka Utama,24 Oktober 2022,23-Nov-22
112,2670/PAMNS/2022,2670.02,"40 Resep Wedang Empon Empon PENANGKAL VIRUS, PENANGKAL IMUN",641.2 Emp,PT Gramedia Pustaka Utama,24 Oktober 2022,24-Nov-22
7701,2671/PAMNS/2022,2671.01,Sagu Papua untuk Dunia,641.3 Ari S,Kepustakaan Populer Gramedia,24 Oktober 2022,23-Nov-22
7626,2672/PAMNS/2022,2672.14,Revitalisasi Pertanian dan Dialog Peradaban,630.7 Rev,PT Kompas Media Nusantara,22-Nov-22,24-Nov-22
7702,2672/PAMNS/2022,2672.02,Sagu Papua untuk Dunia,641.3 Ari S,Kepustakaan Populer Gramedia,24 Oktober 2022,23-Nov-22
3890,2673/PAMNS/2022,2673.01,Keajaiban Ikan Gabus,641.3 Dau K,Kamboja Kelopak Enam,24 Maret 2022,22-Nov-22
4404,2674/PAMNS/2022,2674.01,Korean Food: Characteristics and Historical Background,641.3 Zak K,Arruz Media,29 Oktober 2022,21-Nov-22
4405,2675/PAMNS/2022,2675.02,Korean Food: Characteristics and Historical Background,641.3 Zak K,Arruz Media,29 Oktober 2022,21-Nov-22
4406,2676/PAMNS/2022,2676.03,Korean Food: Characteristics and Historical Background,641.3 Zak K,Arruz Media,29 Oktober 2022,11-Nov-22
8923,2677/PAMNS/2022,2677.01,"TEA BLENDING PANDUAN MERACIK TEH DENGAN BUNGA, BUAH, HERBAL & REMPAH",641.337 2 Som T,aPOPmedia,29 Oktober 2022,21-Nov-22
8924,2678/PAMNS/2022,2678.02,"TEA BLENDING PANDUAN MERACIK TEH DENGAN BUNGA, BUAH, HERBAL & REMPAH",641.337 2 Som T,aPOPmedia,29 Oktober 2022,21-Nov-22
8886,2679/PAMNS/2022,2679.01,TANAMAN TEH ORGANIK UNTUK KESEHATAN,641.337 2 Suk T,"Universitas Pembangunan Nasional ""Veteran"" Jawa Timur",29 Oktober 2022,17-Nov-22
6217,2680/PAMNS/2022,2680.01,Panduan Berkebun Kopi,641.337 3 Rah P,Penebar Swadaya,26 Oktober 2022,21-Nov-22
6218,2681/PAMNS/2022,2681.02,Panduan Berkebun Kopi,641.337 3 Rah P,Penebar Swadaya,26 Oktober 2022,21-Nov-22
3567,2682/PAMNS/2022,2682.01,Journey Of Joe: Catatan Perjalanan Kopi Nusantara Menjadi Warisan Dunia ,641.337 3 Sur J,Rebusta Bean,26-Sep-22,21-Nov-22
3568,2683/PAMNS/2022,2683.02,Journey Of Joe: Catatan Perjalanan Kopi Nusantara Menjadi Warisan Dunia ,641.337 3 Sur J,Rebusta Bean,26-Sep-22,21-Nov-22
2048,2684/PAMNS/2022,2684.01,Diet & Juice Therapy,641.34 Nai D,Universa; Offset Bandung,29 Oktober 2022,17-Nov-22
7850,2685/PAMNS/2022,2685.01,Satwikarasa (Sebuah Jurnal Resep Makanan Berbasis Tumbuhan),641.5 Alt S,PT Elex Media Komputindo,24 Oktober 2022,23-Nov-22
7851,2686/PAMNS/2022,2686.02,Satwikarasa (Sebuah Jurnal Resep Makanan Berbasis Tumbuhan),641.5 Alt S,PT Elex Media Komputindo,24 Oktober 2022,23-Nov-22
7590,2687/PAMNS/2022,2687.01,Resep Lengkap Jitu untuk Usaha Katering ,641.5 Dat R,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
7591,2688/PAMNS/2022,2688.02,Resep Lengkap Jitu untuk Usaha Katering ,641.5 Dat R,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
369,2689/PAMNS/2022,2689.01,AHHH MANTAP! 50 Resep Jajanan HITS & VIRAL,641.5 Fer A,PT Kawan Pustaka,29 Oktober 2022,25-Nov-22
370,2690/PAMNS/2022,2690.02,AHHH MANTAP! 50 Resep Jajanan HITS & VIRAL,641.5 Fer A,PT Kawan Pustaka,29 Oktober 2022,25-Nov-22
371,2691/PAMNS/2022,2691.03,AHHH MANTAP! 50 Resep Jajanan HITS & VIRAL,641.5 Fer A,PT Kawan Pustaka,26 Oktober 2022,04 Januari 2023
1431,2692/PAMNS/2022,2692.01,"Cake, Cookies & Pudding",641.5 Gra C,DEMEDIA,24 Oktober 2022,23-Nov-22
1432,2693/PAMNS/2022,2693.02,"Cake, Cookies & Pudding",641.5 Gra C,DEMEDIA,24 Oktober 2022,23-Nov-22
9979,2694/PAMNS/2022,2694.01,YUMMY yet TRENDY DESSERTS,641.5 Gun Y,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
9980,2695/PAMNS/2022,2695.02,YUMMY yet TRENDY DESSERTS,641.5 Gun Y,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
5902,2696/PAMNS/2022,2696.01,Nasgor Makanan Sejuta Mamat,641.5 Har N,PT Gramedia Pustaka Utama,24 Oktober 2022,16-Nov-22
5903,2697/PAMNS/2022,2697.02,Nasgor Makanan Sejuta Mamat,641.5 Har N,PT Gramedia Pustaka Utama,24 Oktober 2022,16-Nov-22
4697,2698/PAMNS/2022,2698.01,"Laris Manis Bakulan @DINNIROTI ""45 Resep Kue Kering, Cake, Roti""",641.5 Hus L,PT Gramedia Pustaka Utama,26 Oktober 2022,22-Nov-22
4698,2699/PAMNS/2022,2699.02,"Laris Manis Bakulan @DINNIROTI ""45 Resep Kue Kering, Cake, Roti""",641.5 Hus L,PT Gramedia Pustaka Utama,22 Agustus 2022,22-Nov-22
9584,2700/PAMNS/2022,2700.01,"Variasi Snack Box ""Be Unique Be Different""",641.5 Ira V,PT Gramedia Pustaka Utama,26 Oktober 2022,22-Nov-22
9585,2701/PAMNS/2022,2701.02,"Variasi Snack Box ""Be Unique Be Different""",641.5 Ira V,PT Gramedia Pustaka Utama,26 Oktober 2022,22-Nov-22
1427,2702/PAMNS/2022,2702.01,CAKE & BOLU Kukus dan Panggang Cocok Untuk Pemula,641.5 Kha C,DEMEDIA,24 Oktober 2022,24-Nov-22
1428,2703/PAMNS/2022,2703.02,CAKE & BOLU Kukus dan Panggang Cocok Untuk Pemula,641.5 Kha C,DEMEDIA,24 Oktober 2022,24-Nov-22
7582,2704/PAMNS/2022,2704.01,Resep Andalan Law's Kitchen,641.5 Law R,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
7583,2705/PAMNS/2022,2705.02,Resep Andalan Law's Kitchen,641.5 Law R,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
7584,2706/PAMNS/2022,2706.03,Resep Andalan Law's Kitchen,641.5 Law R,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
1242,2707/PAMNS/2022,2707.01,Brownies Legendaris untuk Usaha Boga ala @FREEZYBROWNIEZZ,641.5 Per B,PT Gramedia Pustaka Utama,29 Oktober 2022,25-Nov-22
1243,2708/PAMNS/2022,2708.02,Brownies Legendaris untuk Usaha Boga ala @FREEZYBROWNIEZZ,641.5 Per B,PT Gramedia Pustaka Utama,29 Oktober 2022,25-Nov-22
7592,2709/PAMNS/2022,2709.01,RESEP MAKANAN BADUTA DAN IBU HAMIL (Untuk Generasi Emas Indonesia),641.5 Rah R,Kepustakaan Populer Gramedia,24 Oktober 2022,25-Nov-22
7593,2710/PAMNS/2024,2710.02,RESEP MAKANAN BADUTA DAN IBU HAMIL (Untuk Generasi Emas Indonesia),641.5 Rah R,Kepustakaan Populer Gramedia,24 Oktober 2022,25-Nov-22
7585,2711/PAMNS/2022,2711.01,"Resep Kreatif Olahan Tempe ""Hebatnya Khasiat Tempe: Sehat & Lezat Cara Membuat Tempe""",641.5 San R,Nigtoon Cookery,24 Oktober 2022,23-Nov-22
7586,2712/PAMNS/2022,2712.02,"Resep Kreatif Olahan Tempe ""Hebatnya Khasiat Tempe: Sehat & Lezat Cara Membuat Tempe""",641.5 San R,Nigtoon Cookery,24 Oktober 2022,23-Nov-22
7587,2713/PAMNS/2022,2713.03,"Resep Kreatif Olahan Tempe ""Hebatnya Khasiat Tempe: Sehat & Lezat Cara Membuat Tempe""",641.5 San R,Nigtoon Cookery,24 Oktober 2022,23-Nov-22
94,2714/PAMNS/2022,2714.01,30 Menu Hemat untuk 1 Bulan ala SISCA SOEWITOMO,641.5 Soe M,PT Gramedia Pustaka Utama,24 Oktober 2022,23-Nov-22
95,2715/PAMNS/2022,2715.02,30 Menu Hemat untuk 1 Bulan ala SISCA SOEWITOMO,641.5 Soe M,PT Gramedia Pustaka Utama,24 Oktober 2022,23-Nov-22
5838,2716/PAMNS/2022,2716.01,MPASI SUPER LENGKAP & FAVORIT,641.5 Sud M,PENEBAR SWADAYA,29 Oktober 2022,21-Nov-22
5839,2717/PAMNS/2022,2717.02,MPASI SUPER LENGKAP & FAVORIT,641.5 Sud M,PENEBAR SWADAYA,29 Oktober 2022,21-Nov-22
1794,2718/PAMNS/2022,2718.01,Delicious Cakes (40 Resep Kue Kecil dan Kue Potong untuk Antaran dan Jualan),641.5 Sus D,PT Gramedia Pustaka Utama,26 Oktober 2022,22-Nov-22
1795,2719/PAMNS/2022,2719.02,Delicious Cakes (40 Resep Kue Kecil dan Kue Potong untuk Antaran dan Jualan),641.5 Sus D,PT Gramedia Pustaka Utama,26 Oktober 2022,22-Nov-22
109,2720/PAMNS/2022,2720.01,40 RESEP Puding Klasik Nyonya Rumah,641.5 Sut R,PT Gramedia Pustaka Utama,24 Oktober 2022,25-Nov-22
110,2721/PAMNS/2022,2721.02,40 RESEP Puding Klasik Nyonya Rumah,641.5 Sut R,PT Gramedia Pustaka Utama,24 Oktober 2022,25-Nov-22
1433,2722/PAMNS/2022,2722.01,"CAKE, KUE, & DESSERT dari Dapur Tempo Doeloe",641.5 Tim R,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
1434,2723/PAMNS/2022,2723.02,"CAKE, KUE, & DESSERT dari Dapur Tempo Doeloe",641.5 Tim R,PT Gramedia Pustaka Utama,24 Oktober 2022,22-Nov-22
2537,2724/PAMNS/2022,2724.01,Fresh & Super Simple Cooking,641.5 Tjh F,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
2538,2725/PAMNS/2022,2725.02,Fresh & Super Simple Cooking,641.5 Tjh F,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
2535,2726/PAMNS/2022,2726.01,Fresh & Simple Cooking,641.5 Tjh F,PT Kawan Pustaka,26 Oktober 2022,20-Nov-22
2536,2727/PAMNS/2022,2727.02,Fresh & Simple Cooking,641.5 Tjh F,PT Kawan Pustaka,26 Oktober 2022,20-Nov-22
2190,2728/PAMNS/2022,2728.01,Eating Clean 20+ Langkah Mudah Membiasakan Makan Sehat,641.563 Bac E,PT Kawan Pustaka,24 Oktober 2022,23-Nov-22
2191,2729/PAMNS/2022,2729.02,Eating Clean 20+ Langkah Mudah Membiasakan Makan Sehat,641.563 Bac E,PT Kawan Pustaka,24 Oktober 2022,23-Nov-22
5888,2730/PAMNS/2022,2730.01,"My Health My Lifestyle ""45+ Resep Vegetarian, Plant Based, Gluten Free""",641.563 Ber M,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
5889,2731/PAMNS/2024,2731.02,"My Health My Lifestyle ""45+ Resep Vegetarian, Plant Based, Gluten Free""",641.563 Ber M,PT Kawan Pustaka,26 Oktober 2022,22-Nov-22
4569,2732/PAMNS/2022,2732.01,"Kue Favorit Gluten Free Cookies, Cake & Snack",641.563 Erw K,PT Gramedia Pustaka Utama,29 Oktober 2022,25-Nov-22
